# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 35 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.35	1st: 1.41
# Laser Mod Attn:	35 dB
# Delay:	98921 (0, Min for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
-0.003	-0.010	-0.011
0.007	-0.023	-0.034
0.013	-0.026	-0.043
0.020	-0.021	-0.035
0.003	-0.032	-0.029
0.011	-0.026	-0.021
0.011	-0.015	-0.017
0.014	-0.012	-0.007
0.012	-0.004	-0.014
0.016	-0.006	-0.010
0.019	-0.014	-0.006
0.019	-0.014	-0.011
0.022	-0.019	-0.000
0.019	-0.009	-0.014
0.013	-0.001	-0.006
0.015	-0.024	-0.007
0.004	-0.022	-0.017
0.006	-0.023	-0.032
0.009	-0.023	-0.051
0.013	-0.025	-0.062
0.016	-0.017	-0.049
0.007	-0.011	-0.033
0.016	-0.011	-0.017
0.014	-0.013	-0.009
0.009	-0.025	-0.009
0.011	-0.028	-0.008
0.016	-0.022	-0.010
0.019	-0.035	-0.006
0.014	-0.058	-0.034
0.014	-0.045	-0.028
0.014	-0.035	-0.052
0.016	-0.038	-0.029
0.016	-0.056	-0.028
0.001	-0.035	-0.034
0.008	-0.059	-0.044
0.014	-0.048	-0.058
0.020	-0.044	-0.053
0.012	-0.040	-0.037
0.018	-0.036	-0.043
0.013	-0.028	-0.028
0.011	-0.030	-0.017
0.008	-0.040	-0.021
0.006	-0.040	-0.017
0.014	-0.037	-0.025
0.010	-0.038	-0.037
0.009	-0.052	-0.050
0.007	-0.040	-0.031
0.011	-0.050	-0.035
0.016	-0.054	-0.041
0.011	-0.072	-0.040
0.003	-0.078	-0.060
0.012	-0.087	-0.073
0.016	-0.087	-0.088
0.019	-0.069	-0.063
0.006	-0.087	-0.050
0.017	-0.094	-0.075
0.013	-0.078	-0.076
0.016	-0.060	-0.067
0.009	-0.057	-0.086
0.004	-0.045	-0.068
0.008	-0.068	-0.079
0.009	-0.073	-0.090
0.014	-0.068	-0.068
0.019	-0.049	-0.060
0.011	-0.038	-0.046
0.009	-0.063	-0.060
-0.001	-0.060	-0.071
0.008	-0.072	-0.099
0.016	-0.084	-0.106
0.022	-0.078	-0.101
0.022	-0.086	-0.086
0.014	-0.070	-0.071
0.017	-0.074	-0.075
0.017	-0.090	-0.081
0.010	-0.102	-0.086
0.012	-0.132	-0.088
0.017	-0.147	-0.084
0.016	-0.149	-0.096
0.009	-0.123	-0.123
0.010	-0.127	-0.179
0.009	-0.169	-0.192
0.009	-0.191	-0.174
0.010	-0.215	-0.181
-0.001	-0.229	-0.178
0.010	-0.229	-0.209
0.018	-0.215	-0.222
0.020	-0.239	-0.225
0.008	-0.227	-0.239
0.015	-0.222	-0.259
0.013	-0.250	-0.241
0.011	-0.245	-0.220
0.008	-0.228	-0.206
0.016	-0.247	-0.215
0.019	-0.280	-0.207
0.013	-0.276	-0.208
0.016	-0.285	-0.240
0.016	-0.294	-0.239
0.016	-0.265	-0.221
0.014	-0.296	-0.257
0.009	-0.263	-0.258
0.001	-0.231	-0.263
0.011	-0.258	-0.237
0.015	-0.243	-0.263
0.021	-0.270	-0.257
0.007	-0.319	-0.252
0.012	-0.321	-0.252
0.010	-0.309	-0.291
0.010	-0.324	-0.261
0.008	-0.318	-0.287
0.013	-0.331	-0.311
0.014	-0.308	-0.271
0.008	-0.312	-0.232
0.009	-0.300	-0.231
0.013	-0.310	-0.273
0.011	-0.299	-0.274
0.014	-0.300	-0.254
0.001	-0.266	-0.278
0.007	-0.258	-0.308
0.016	-0.253	-0.285
0.020	-0.244	-0.292
0.018	-0.227	-0.283
0.012	-0.215	-0.270
0.019	-0.204	-0.229
0.023	-0.198	-0.250
0.015	-0.211	-0.227
0.013	-0.201	-0.191
0.021	-0.176	-0.158
0.017	-0.186	-0.144
0.015	-0.174	-0.154
0.016	-0.175	-0.140
0.012	-0.149	-0.122
0.016	-0.129	-0.097
0.025	-0.135	-0.105
0.012	-0.169	-0.146
0.013	-0.171	-0.127
0.018	-0.147	-0.123
0.020	-0.165	-0.132
0.011	-0.176	-0.140
0.015	-0.176	-0.149
0.018	-0.178	-0.125
0.016	-0.154	-0.123
0.013	-0.182	-0.162
0.010	-0.171	-0.159
0.015	-0.164	-0.162
0.011	-0.152	-0.132
0.010	-0.147	-0.122
0.012	-0.121	-0.116
0.017	-0.102	-0.106
0.019	-0.094	-0.079
0.019	-0.132	-0.090
0.008	-0.128	-0.122
0.016	-0.125	-0.133
0.022	-0.111	-0.130
0.022	-0.105	-0.098
0.004	-0.101	-0.109
0.013	-0.089	-0.115
0.020	-0.079	-0.100
0.018	-0.084	-0.107
0.016	-0.097	-0.112
0.013	-0.083	-0.117
0.018	-0.069	-0.109
0.014	-0.064	-0.087
0.016	-0.054	-0.069
0.014	-0.056	-0.092
0.012	-0.051	-0.079
0.012	-0.052	-0.102
-0.001	-0.044	-0.100
0.007	-0.028	-0.093
0.015	-0.034	-0.092
0.021	-0.050	-0.102
0.019	-0.071	-0.089
0.012	-0.072	-0.078
0.018	-0.058	-0.062
0.018	-0.033	-0.039
0.007	-0.048	-0.034
0.008	-0.045	-0.046
0.009	-0.024	-0.055
0.008	-0.036	-0.051
0.007	-0.058	-0.053
0.012	-0.048	-0.038
0.008	-0.046	-0.033
0.014	-0.042	-0.009
0.013	-0.042	-0.020
0.005	-0.066	-0.024
0.011	-0.055	-0.041
0.019	-0.048	-0.065
0.020	-0.038	-0.041
0.013	-0.044	-0.037
0.018	-0.035	-0.043
0.014	-0.022	-0.028
0.016	-0.042	-0.026
0.015	-0.049	-0.026
0.012	-0.049	-0.017
0.017	-0.046	-0.019
0.014	-0.038	0.003
0.014	-0.023	-0.018
0.014	-0.013	-0.016
0.017	-0.014	-0.019
0.017	-0.004	-0.017
0.016	-0.017	-0.032
0.010	-0.011	-0.046
0.015	-0.033	-0.057
0.019	-0.032	-0.062
0.022	-0.018	-0.054
0.010	-0.022	-0.038
0.017	-0.015	-0.027
0.021	-0.008	-0.045
0.019	-0.009	-0.029
0.010	-0.009	-0.062
0.010	-0.006	-0.037
0.008	-0.007	-0.042
0.012	-0.014	-0.039
0.015	-0.009	-0.020
0.017	-0.008	-0.021
0.012	-0.000	-0.032
0.010	-0.008	-0.021
0.003	-0.020	-0.029
0.011	-0.031	-0.056
0.011	-0.030	-0.057
0.015	-0.046	-0.047
0.018	-0.027	-0.039
0.003	-0.023	-0.026
0.012	-0.012	-0.027
0.014	0.002	-0.016
0.011	-0.002	-0.023
0.010	-0.001	-0.030
0.011	0.005	-0.025
0.011	0.006	-0.015
0.011	-0.001	-0.014
0.014	0.006	-0.016
0.018	0.010	-0.017
0.020	-0.008	-0.018
0.017	-0.011	-0.010
0.000	-0.004	-0.014
0.008	-0.009	-0.043
0.015	-0.008	-0.042
0.014	0.002	-0.027
0.001	-0.007	-0.023
0.011	0.003	-0.009
0.012	-0.001	-0.007
0.011	-0.001	-0.003
0.011	-0.005	-0.009
0.006	-0.001	-0.022
0.012	-0.011	-0.026
0.007	-0.015	-0.011
0.006	-0.003	-0.007
0.008	0.002	0.001
0.010	0.013	0.001
0.011	0.000	0.007
0.006	-0.011	0.003
0.001	-0.008	-0.020
0.007	-0.026	-0.030
0.015	-0.026	-0.022
0.024	-0.016	-0.006
0.011	-0.017	-0.002
0.013	-0.004	0.001
0.012	-0.011	0.007
0.008	-0.006	0.013
0.008	-0.026	0.011
0.009	-0.013	0.023
0.010	-0.011	0.012
0.005	-0.018	0.012
0.012	-0.002	-0.000
0.011	-0.002	-0.006
0.011	0.004	-0.006
0.012	0.006	-0.008
0.002	-0.012	-0.013
0.010	-0.016	-0.015
0.014	-0.017	-0.028
0.021	-0.017	-0.035
0.023	-0.014	-0.019
0.009	-0.015	-0.011
0.017	-0.008	-0.004
0.018	-0.003	-0.003
0.013	-0.017	-0.024
0.017	-0.011	-0.016
0.016	-0.002	-0.010
0.014	0.001	-0.017
0.006	-0.006	-0.026
0.009	-0.004	-0.009
0.009	-0.006	-0.005
0.011	-0.009	0.004
0.011	-0.009	0.004
0.000	-0.012	0.001
0.006	-0.007	-0.025
0.012	-0.018	-0.034
0.019	-0.017	-0.030
0.003	-0.016	-0.025
0.012	-0.011	-0.015
0.012	-0.008	-0.001
0.014	-0.002	0.005
0.010	-0.027	-0.014
0.010	-0.006	-0.005
0.016	-0.005	-0.008
0.012	-0.020	-0.009
0.009	-0.009	-0.013
0.009	-0.001	-0.017
0.011	-0.013	-0.013
0.016	-0.013	-0.005
0.014	-0.023	0.007
0.004	-0.020	-0.007
0.009	-0.032	-0.022
0.017	-0.025	-0.050
0.020	-0.008	-0.028
0.007	-0.023	-0.028
0.010	-0.014	-0.019
0.010	-0.011	-0.024
0.013	-0.009	-0.009
0.005	-0.014	-0.038
0.004	-0.007	-0.027
0.006	-0.013	-0.027
0.006	-0.013	-0.026
0.011	-0.034	-0.010
0.015	-0.029	-0.020
0.012	-0.011	-0.018
0.007	-0.013	-0.023
-0.005	-0.022	-0.031
0.004	-0.038	-0.035
0.016	-0.036	-0.046
0.024	-0.038	-0.031
0.023	-0.033	-0.032
0.008	-0.053	-0.048
0.010	-0.033	-0.032
0.013	-0.029	-0.029
0.012	-0.028	-0.028
0.011	-0.041	-0.015
0.015	-0.041	-0.015
0.015	-0.039	-0.014
0.008	-0.039	-0.016
0.013	-0.059	-0.008
0.011	-0.032	-0.029
0.010	-0.040	-0.030
0.014	-0.047	-0.023
0.002	-0.048	-0.016
0.010	-0.042	-0.030
0.014	-0.049	-0.044
0.021	-0.035	-0.044
0.010	-0.048	-0.036
0.015	-0.034	-0.036
0.013	-0.028	-0.034
0.014	-0.041	-0.025
0.014	-0.033	-0.048
0.009	-0.038	-0.038
0.015	-0.035	-0.027
0.010	-0.029	-0.022
0.011	-0.035	-0.040
0.014	-0.027	-0.027
0.016	-0.010	-0.037
0.014	-0.027	-0.033
0.011	-0.051	-0.017
0.001	-0.058	-0.031
0.012	-0.058	-0.054
0.020	-0.057	-0.067
0.024	-0.050	-0.062
0.011	-0.064	-0.053
0.015	-0.049	-0.067
0.017	-0.050	-0.078
0.016	-0.039	-0.077
0.011	-0.044	-0.076
0.013	-0.045	-0.093
0.010	-0.050	-0.074
0.012	-0.091	-0.079
0.010	-0.087	-0.078
0.013	-0.104	-0.074
0.009	-0.093	-0.065
0.010	-0.082	-0.069
-0.005	-0.078	-0.076
0.002	-0.087	-0.083
0.011	-0.089	-0.086
0.017	-0.099	-0.099
0.021	-0.093	-0.095
0.005	-0.126	-0.105
0.009	-0.133	-0.092
0.010	-0.152	-0.085
0.007	-0.170	-0.079
0.007	-0.147	-0.126
0.015	-0.166	-0.112
0.014	-0.158	-0.129
0.009	-0.170	-0.159
0.007	-0.151	-0.161
0.007	-0.169	-0.153
0.009	-0.144	-0.168
0.006	-0.176	-0.172
-0.002	-0.180	-0.158
0.006	-0.192	-0.179
0.015	-0.189	-0.207
0.020	-0.180	-0.210
0.013	-0.197	-0.233
0.020	-0.210	-0.224
0.017	-0.247	-0.218
0.018	-0.266	-0.226
0.014	-0.283	-0.206
0.013	-0.240	-0.201
0.019	-0.244	-0.199
0.016	-0.240	-0.201
0.013	-0.264	-0.191
0.011	-0.291	-0.193
0.009	-0.278	-0.199
0.013	-0.269	-0.201
0.006	-0.287	-0.198
0.002	-0.252	-0.211
0.008	-0.246	-0.230
0.014	-0.279	-0.228
0.020	-0.275	-0.216
0.008	-0.290	-0.245
0.016	-0.319	-0.228
0.021	-0.318	-0.234
0.018	-0.284	-0.226
0.010	-0.275	-0.265
0.019	-0.270	-0.259
0.014	-0.288	-0.256
0.016	-0.266	-0.276
0.010	-0.299	-0.265
0.012	-0.318	-0.261
0.011	-0.285	-0.254
0.014	-0.280	-0.194
0.001	-0.227	-0.187
0.005	-0.201	-0.204
0.011	-0.219	-0.183
0.015	-0.224	-0.171
0.019	-0.219	-0.182
0.006	-0.203	-0.183
0.014	-0.198	-0.153
0.018	-0.194	-0.158
0.016	-0.188	-0.158
0.014	-0.166	-0.121
0.016	-0.152	-0.114
0.015	-0.146	-0.098
0.010	-0.142	-0.105
0.009	-0.139	-0.114
0.016	-0.154	-0.131
0.016	-0.146	-0.124
0.016	-0.139	-0.136
0.001	-0.149	-0.131
0.006	-0.129	-0.143
0.013	-0.146	-0.146
0.017	-0.123	-0.141
0.015	-0.146	-0.124
0.020	-0.125	-0.130
0.015	-0.114	-0.119
0.014	-0.133	-0.113
0.013	-0.157	-0.113
0.006	-0.115	-0.109
0.012	-0.124	-0.084
0.009	-0.123	-0.082
0.011	-0.118	-0.102
0.010	-0.118	-0.084
0.014	-0.103	-0.079
0.012	-0.128	-0.087
0.009	-0.117	-0.100
-0.000	-0.094	-0.100
0.010	-0.092	-0.109
0.015	-0.090	-0.117
0.017	-0.067	-0.090
0.005	-0.051	-0.073
0.012	-0.041	-0.064
0.018	-0.063	-0.064
0.020	-0.064	-0.055
0.013	-0.045	-0.063
0.012	-0.046	-0.045
0.012	-0.059	-0.053
0.008	-0.069	-0.048
0.007	-0.052	-0.054
0.011	-0.040	-0.048
0.011	-0.018	-0.048
0.011	-0.027	-0.042
-0.001	-0.028	-0.047
0.007	-0.044	-0.054
0.014	-0.032	-0.066
0.022	-0.041	-0.092
0.025	-0.029	-0.060
0.008	-0.059	-0.054
0.011	-0.049	-0.030
0.015	-0.048	-0.016
0.009	-0.050	-0.026
0.011	-0.059	-0.028
0.013	-0.051	-0.011
0.016	-0.054	-0.020
0.011	-0.048	-0.032
0.014	-0.039	-0.016
0.016	-0.022	-0.022
0.022	-0.014	-0.024
0.014	-0.013	-0.030
0.004	-0.007	-0.021
0.012	-0.017	-0.037
0.017	-0.025	-0.052
0.021	-0.021	-0.036
0.016	-0.052	-0.031
0.022	-0.032	-0.023
0.019	-0.043	-0.015
0.020	-0.022	-0.017
0.012	-0.020	-0.016
0.009	-0.004	-0.015
0.017	-0.014	-0.014
0.012	-0.030	-0.006
0.012	-0.024	-0.015
0.010	-0.011	-0.015
0.012	-0.000	-0.008
0.013	-0.004	0.001
0.012	-0.013	-0.004
0.007	-0.005	-0.017
0.013	-0.017	-0.033
0.020	-0.012	-0.037
0.025	-0.006	-0.026
0.006	-0.014	-0.016
0.015	-0.012	-0.010
0.015	-0.012	-0.008
0.015	-0.027	-0.002
0.008	-0.017	-0.005
0.011	-0.012	0.003
0.013	-0.008	-0.001
0.012	-0.027	-0.007
0.007	-0.013	-0.001
0.014	-0.001	-0.007
0.009	-0.003	0.000
0.012	0.000	0.009
-0.005	-0.007	0.001
0.003	0.001	-0.012
0.009	-0.006	-0.025
0.017	-0.014	-0.015
0.018	-0.003	-0.008
0.002	-0.012	-0.001
0.010	-0.007	0.005
0.007	-0.002	0.006
0.006	-0.016	0.002
0.010	-0.007	0.010
0.014	0.001	0.001
0.015	-0.003	-0.001
0.010	0.002	-0.008
0.013	0.007	0.004
0.014	-0.000	0.006
0.017	-0.008	0.011
0.014	-0.007	0.017
0.006	-0.016	0.014
0.011	-0.006	-0.003
0.015	-0.021	-0.027
0.020	-0.013	-0.016
0.018	-0.019	-0.014
0.020	-0.010	-0.002
0.015	-0.002	-0.004
0.020	0.001	0.004
0.018	-0.003	-0.001
0.013	-0.000	0.007
0.018	-0.007	0.003
0.012	-0.003	0.010
0.011	0.003	0.008
0.008	0.012	0.017
0.011	0.016	0.018
0.015	0.008	0.016
0.012	-0.007	0.024
0.003	0.005	-0.000
0.010	-0.012	-0.022
0.017	-0.009	-0.021
0.020	0.004	-0.007
0.006	-0.020	-0.016
0.012	-0.020	-0.010
0.018	-0.003	-0.002
0.020	0.004	0.009
0.015	0.006	0.005
0.012	0.008	0.010
0.015	-0.003	-0.007
0.018	-0.016	-0.012
0.013	-0.009	-0.016
0.018	0.000	-0.015
0.012	-0.000	-0.001
0.011	-0.003	-0.013
0.000	-0.011	-0.022
0.012	-0.002	-0.027
0.017	-0.020	-0.026
0.022	-0.029	-0.016
0.025	-0.017	-0.010
0.009	-0.012	-0.015
0.013	-0.019	-0.008
0.017	-0.007	0.002
0.009	-0.009	-0.001
0.009	0.005	-0.005
0.013	0.004	-0.021
0.013	-0.001	-0.033
0.007	-0.005	-0.022
0.008	0.007	-0.004
0.011	0.013	-0.008
0.010	0.004	0.001
0.008	-0.001	0.010
0.001	0.002	-0.003
0.009	-0.001	-0.015
0.017	-0.020	-0.039
0.021	-0.015	-0.036
0.017	-0.017	-0.016
0.020	-0.004	-0.003
0.019	-0.003	0.012
0.016	0.005	0.008
0.015	-0.009	-0.005
0.005	-0.002	-0.006
0.010	-0.012	-0.006
0.010	-0.014	-0.013
0.010	-0.001	-0.002
0.007	0.003	0.000
0.010	0.006	-0.020
0.011	-0.007	-0.006
0.009	-0.020	-0.004
0.006	-0.013	-0.013
0.009	-0.031	-0.035
0.014	-0.021	-0.027
0.021	-0.009	-0.015
0.003	-0.015	0.001
0.013	-0.016	0.004
0.011	-0.014	-0.002
0.015	-0.009	-0.002
0.007	-0.015	-0.018
0.009	-0.010	-0.023
0.006	-0.019	-0.020
0.010	-0.030	-0.023
0.003	-0.025	-0.006
0.006	-0.022	-0.021
0.004	-0.015	-0.024
0.008	-0.017	-0.019
0.002	-0.009	-0.017
0.010	-0.010	-0.033
0.012	-0.023	-0.043
0.020	-0.027	-0.024
0.021	-0.011	-0.017
0.011	-0.021	-0.022
0.017	-0.011	-0.017
0.014	-0.017	-0.013
0.009	-0.026	-0.028
0.009	-0.025	-0.033
0.017	-0.028	-0.028
0.014	-0.030	-0.026
0.012	-0.035	-0.019
0.010	-0.016	-0.006
0.012	-0.000	-0.008
0.014	-0.003	-0.018
0.017	-0.026	-0.008
-0.001	-0.028	-0.034
0.006	-0.034	-0.055
0.012	-0.049	-0.059
0.020	-0.046	-0.051
0.011	-0.045	-0.043
0.016	-0.032	-0.036
0.017	-0.045	-0.032
0.015	-0.042	-0.021
0.012	-0.045	-0.038
0.009	-0.038	-0.037
0.018	-0.055	-0.036
0.012	-0.052	-0.028
0.013	-0.040	-0.038
0.010	-0.032	-0.040
0.012	-0.029	-0.035
0.016	-0.035	-0.032
0.012	-0.041	-0.027
0.007	-0.036	-0.035
0.013	-0.058	-0.069
0.020	-0.051	-0.058
0.021	-0.063	-0.043
0.007	-0.057	-0.029
0.015	-0.039	-0.024
0.012	-0.035	-0.049
0.014	-0.049	-0.050
0.005	-0.056	-0.067
0.009	-0.048	-0.067
0.010	-0.063	-0.089
0.007	-0.062	-0.089
0.009	-0.047	-0.071
0.009	-0.047	-0.066
0.008	-0.047	-0.061
0.010	-0.057	-0.049
0.005	-0.079	-0.065
0.012	-0.100	-0.081
0.016	-0.116	-0.084
0.018	-0.140	-0.092
0.017	-0.139	-0.086
-0.000	-0.131	-0.099
0.010	-0.130	-0.142
0.011	-0.147	-0.162
0.004	-0.200	-0.141
0.009	-0.189	-0.145
0.013	-0.169	-0.159
0.010	-0.184	-0.195
0.006	-0.189	-0.161
0.007	-0.209	-0.160
0.007	-0.210	-0.190
0.011	-0.190	-0.161
0.015	-0.214	-0.187
0.003	-0.201	-0.166
0.010	-0.211	-0.193
0.015	-0.217	-0.197
0.022	-0.250	-0.166
0.013	-0.271	-0.170
0.019	-0.258	-0.141
0.016	-0.304	-0.171
0.017	-0.315	-0.162
0.013	-0.284	-0.150
0.012	-0.290	-0.147
0.016	-0.267	-0.171
0.012	-0.286	-0.190
0.011	-0.298	-0.198
0.011	-0.271	-0.166
0.014	-0.245	-0.164
0.016	-0.233	-0.152
0.006	-0.242	-0.174
0.003	-0.238	-0.170
0.010	-0.242	-0.195
0.012	-0.220	-0.199
0.017	-0.189	-0.219
0.002	-0.184	-0.244
0.007	-0.168	-0.223
0.007	-0.201	-0.221
0.010	-0.232	-0.192
0.001	-0.215	-0.174
0.007	-0.193	-0.167
0.008	-0.160	-0.157
0.011	-0.153	-0.152
0.011	-0.165	-0.152
0.009	-0.150	-0.162
0.010	-0.148	-0.131
0.016	-0.140	-0.108
0.006	-0.133	-0.112
0.008	-0.136	-0.152
0.016	-0.172	-0.136
0.017	-0.150	-0.128
0.022	-0.145	-0.104
0.007	-0.131	-0.105
0.012	-0.118	-0.127
0.012	-0.150	-0.127
0.010	-0.155	-0.119
0.013	-0.173	-0.128
0.017	-0.166	-0.114
0.015	-0.149	-0.116
0.014	-0.142	-0.120
0.014	-0.145	-0.126
0.018	-0.136	-0.146
0.017	-0.121	-0.134
0.016	-0.124	-0.144
0.000	-0.092	-0.146
0.007	-0.102	-0.125
0.012	-0.109	-0.132
0.022	-0.120	-0.126
0.010	-0.117	-0.143
0.016	-0.108	-0.113
0.013	-0.103	-0.086
0.011	-0.114	-0.092
0.011	-0.114	-0.076
0.011	-0.085	-0.060
0.021	-0.078	-0.074
0.014	-0.060	-0.054
0.016	-0.050	-0.064
0.017	-0.045	-0.046
0.018	-0.038	-0.053
0.018	-0.038	-0.049
0.007	-0.042	-0.045
0.005	-0.044	-0.043
0.008	-0.045	-0.049
0.016	-0.052	-0.047
0.018	-0.039	-0.031
0.009	-0.045	-0.030
0.013	-0.045	-0.032
0.013	-0.033	-0.031
0.012	-0.038	-0.017
0.020	-0.043	-0.034
0.017	-0.061	-0.037
0.016	-0.046	-0.038
0.014	-0.038	-0.045
0.011	-0.022	-0.051
0.013	-0.029	-0.048
0.015	-0.045	-0.038
0.018	-0.029	-0.036
0.005	-0.037	-0.029
0.011	-0.032	-0.054
0.015	-0.043	-0.074
0.022	-0.032	-0.057
0.025	-0.027	-0.047
0.012	-0.042	-0.028
0.013	-0.020	-0.010
0.017	-0.016	0.001
0.014	-0.019	-0.022
0.010	-0.018	-0.019
0.015	-0.006	-0.016
0.020	-0.007	-0.030
0.013	-0.011	-0.018
0.012	-0.010	-0.012
0.018	-0.008	-0.008
0.018	-0.003	-0.007
0.015	-0.013	-0.008
0.002	-0.005	-0.019
0.008	-0.002	-0.027
0.012	-0.024	-0.048
0.021	-0.009	-0.029
0.011	-0.019	-0.023
0.021	-0.020	-0.025
0.016	-0.016	-0.013
0.015	-0.005	0.001
0.015	-0.007	-0.005
0.011	-0.011	-0.005
0.015	-0.016	-0.017
0.015	-0.020	-0.005
0.015	-0.007	-0.002
0.011	0.001	0.001
0.015	0.013	0.010
0.012	0.007	0.017
0.003	-0.002	0.018
0.004	0.003	-0.001
0.011	-0.014	-0.034
0.018	-0.025	-0.026
0.022	-0.015	-0.015
0.008	-0.030	0.002
0.014	-0.020	0.007
0.015	-0.006	0.012
0.019	0.000	0.006
0.017	-0.009	-0.005
0.017	-0.002	-0.003
0.016	-0.008	-0.003
0.018	-0.008	-0.014
0.012	-0.001	0.005
0.013	-0.000	0.002
0.016	0.000	0.006
0.017	0.011	0.011
0.004	-0.011	0.002
0.010	-0.009	-0.012
0.012	-0.017	-0.035
0.018	-0.018	-0.028
0.021	-0.014	-0.020
0.005	-0.017	-0.004
0.006	-0.006	-0.010
0.010	0.002	-0.001
0.006	-0.006	-0.005
0.008	-0.001	-0.008
0.010	-0.004	-0.002
0.013	-0.009	-0.003
0.006	-0.003	0.007
0.003	-0.006	0.009
0.010	-0.009	0.007
0.015	-0.012	0.014
0.013	-0.014	0.021
-0.001	-0.012	0.012
0.010	-0.009	-0.010
0.011	-0.024	-0.043
0.018	-0.014	-0.024
0.010	-0.018	-0.014
0.013	-0.007	-0.008
0.012	0.001	-0.006
0.015	0.004	-0.000
0.012	0.007	-0.014
0.009	0.005	-0.001
0.016	-0.002	-0.011
0.012	-0.002	-0.001
0.011	0.005	0.009
0.013	0.015	0.020
0.015	0.022	0.010
0.017	0.017	0.010
0.010	0.002	0.010
0.005	-0.006	0.005
0.010	-0.018	-0.029
0.016	-0.023	-0.039
0.016	-0.002	-0.023
0.005	-0.005	-0.009
0.015	-0.006	-0.010
0.019	-0.001	0.005
0.021	0.007	0.009
0.016	-0.000	-0.010
0.013	0.006	0.000
0.012	0.001	-0.007
0.011	0.003	-0.009
0.009	0.008	0.001
0.010	0.020	-0.008
0.008	0.018	-0.000
0.010	0.022	0.012
0.001	-0.008	0.004
0.009	0.002	-0.010
0.015	-0.006	-0.020
0.018	-0.005	-0.018
0.023	-0.004	0.001
0.006	-0.002	0.009
0.011	0.002	0.012
0.017	0.001	0.013
0.015	-0.006	0.011
0.013	-0.001	0.011
0.020	0.001	0.022
0.020	0.001	0.014
0.014	0.004	0.016
0.014	0.003	0.005
0.015	0.006	-0.013
0.017	-0.002	-0.006
0.015	-0.005	0.003
-0.002	-0.010	-0.006
0.007	-0.010	-0.026
0.010	-0.029	-0.047
0.016	-0.007	-0.028
-0.002	-0.022	-0.018
0.006	-0.012	-0.007
0.012	-0.009	-0.001
0.012	-0.001	0.004
0.013	0.003	0.004
0.009	0.002	0.009
0.014	-0.010	-0.002
0.018	-0.031	-0.004
0.013	-0.019	-0.004
0.012	-0.010	0.004
0.012	-0.022	0.004
0.016	-0.024	0.003
0.011	-0.041	-0.006
0.004	-0.027	-0.002
0.008	-0.029	-0.023
0.017	-0.025	-0.025
0.022	-0.019	-0.015
0.006	-0.022	-0.022
0.013	-0.022	-0.013
0.011	-0.014	-0.006
0.012	-0.004	-0.005
0.012	-0.018	-0.023
0.012	-0.007	-0.017
0.012	-0.015	-0.017
0.011	-0.024	-0.016
0.010	-0.018	-0.003
0.007	-0.011	-0.022
0.012	-0.008	-0.009
0.020	-0.023	-0.010
0.004	-0.033	-0.023
0.008	-0.022	-0.037
0.010	-0.041	-0.044
0.018	-0.034	-0.043
0.024	-0.031	-0.038
0.014	-0.043	-0.042
0.014	-0.032	-0.036
0.020	-0.044	-0.022
0.020	-0.067	-0.030
0.020	-0.052	-0.019
0.021	-0.052	-0.016
0.015	-0.041	-0.020
0.011	-0.033	-0.046
0.007	-0.028	-0.030
0.011	-0.017	-0.031
0.014	-0.021	-0.024
0.016	-0.033	-0.033
-0.001	-0.040	-0.038
0.005	-0.043	-0.038
0.013	-0.051	-0.063
0.019	-0.045	-0.050
0.004	-0.071	-0.046
0.014	-0.074	-0.055
0.022	-0.065	-0.045
0.020	-0.058	-0.037
0.020	-0.057	-0.064
0.012	-0.048	-0.043
0.022	-0.037	-0.052
0.014	-0.045	-0.050
0.005	-0.045	-0.046
0.010	-0.030	-0.055
0.016	-0.039	-0.047
0.014	-0.059	-0.035
0.001	-0.096	-0.027
0.001	-0.071	-0.050
0.009	-0.065	-0.070
0.014	-0.077	-0.070
0.020	-0.069	-0.061
0.002	-0.064	-0.070
0.007	-0.063	-0.055
0.009	-0.055	-0.070
0.011	-0.046	-0.082
0.012	-0.059	-0.128
0.013	-0.082	-0.107
0.017	-0.093	-0.108
0.014	-0.102	-0.149
0.011	-0.100	-0.120
0.011	-0.093	-0.102
0.014	-0.108	-0.082
0.017	-0.109	-0.080
-0.002	-0.139	-0.109
0.008	-0.155	-0.148
0.009	-0.175	-0.144
0.019	-0.158	-0.158
0.012	-0.152	-0.161
0.004	-0.131	-0.143
0.009	-0.132	-0.143
0.013	-0.149	-0.152
0.016	-0.179	-0.187
0.011	-0.209	-0.177
0.019	-0.249	-0.179
0.022	-0.212	-0.164
0.011	-0.194	-0.148
0.009	-0.226	-0.174
0.013	-0.239	-0.178
0.011	-0.222	-0.164
0.011	-0.267	-0.154
