# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.09	1st: 1.10
# Laser Mod Attn:	36 dB
# Delay:	106892 (pi, Max for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.020	-0.002	0.027
0.017	0.002	0.025
0.010	0.009	0.016
0.014	-0.005	0.014
0.012	0.003	0.017
0.011	-0.002	0.013
0.017	0.005	0.017
0.012	0.010	0.012
0.015	-0.011	0.003
0.005	-0.014	0.013
0.003	0.004	0.001
0.013	0.001	0.015
0.009	-0.006	0.005
0.004	0.006	-0.008
0.013	-0.010	0.010
0.016	-0.012	0.001
0.015	-0.007	0.013
0.024	0.005	0.016
0.014	0.010	0.023
0.010	-0.003	0.020
0.014	-0.000	0.006
0.013	0.007	0.007
0.020	0.002	0.007
0.021	0.001	0.014
0.023	0.004	-0.004
0.021	-0.004	0.007
0.017	0.002	0.016
0.013	0.003	0.010
0.018	-0.003	0.018
0.012	0.007	0.003
0.011	-0.013	0.010
0.019	-0.010	0.019
0.015	-0.003	0.015
0.017	-0.004	0.014
0.012	0.003	0.012
0.014	0.013	0.009
0.017	-0.003	0.010
0.022	0.008	0.011
0.015	0.012	0.014
0.019	0.002	0.018
0.012	-0.004	0.030
0.015	-0.012	0.017
0.014	-0.011	0.022
0.013	0.005	0.013
0.022	0.003	0.021
0.017	0.002	0.016
0.018	0.006	-0.005
0.017	-0.010	-0.001
0.018	-0.004	0.005
0.019	-0.012	0.004
0.015	-0.034	0.009
0.011	-0.016	0.008
0.003	0.002	0.005
0.011	-0.023	0.003
0.015	-0.010	0.001
0.011	-0.029	-0.009
0.016	-0.019	0.013
0.017	-0.004	0.012
0.022	-0.019	0.008
0.012	-0.019	0.016
0.008	-0.007	0.017
0.014	-0.001	0.014
0.015	0.002	0.003
0.006	-0.003	-0.007
0.013	-0.024	0.001
0.013	-0.016	-0.010
0.015	-0.020	0.005
0.021	-0.032	0.010
0.011	-0.016	0.018
0.007	-0.037	0.017
0.012	-0.039	-0.003
0.006	-0.036	0.005
0.015	-0.021	0.016
0.009	-0.018	0.017
0.018	-0.009	0.002
0.020	-0.029	0.009
0.015	-0.043	0.015
0.010	-0.027	0.016
0.014	-0.017	0.011
0.009	-0.017	-0.006
0.007	-0.024	0.005
0.013	-0.022	0.012
0.016	-0.010	0.007
0.022	-0.013	0.009
0.018	-0.000	0.019
0.012	-0.002	0.002
0.013	-0.010	0.017
0.016	-0.004	0.015
0.008	0.001	0.026
0.014	-0.022	0.016
0.006	-0.040	0.025
0.015	-0.034	-0.001
0.007	-0.039	0.006
0.005	-0.024	-0.008
0.008	-0.015	0.008
0.008	-0.016	0.005
0.014	0.000	0.001
0.013	-0.030	0.013
0.022	-0.025	0.016
0.026	-0.016	0.011
0.023	-0.019	0.014
0.019	-0.005	0.020
0.010	-0.016	0.013
0.016	-0.042	0.018
0.014	-0.021	0.012
0.016	-0.026	0.011
0.018	-0.029	0.015
0.016	-0.032	0.020
0.021	-0.035	0.010
0.011	-0.031	0.011
0.003	-0.038	0.001
0.010	-0.024	0.012
0.009	-0.007	0.004
0.007	-0.016	-0.005
0.013	-0.018	0.007
0.018	-0.013	-0.009
0.018	-0.022	0.002
0.021	-0.032	0.011
0.003	-0.013	0.012
0.011	-0.034	0.014
0.011	-0.031	-0.002
0.007	-0.038	0.005
0.012	-0.044	0.006
0.006	-0.033	-0.007
0.013	-0.032	-0.029
0.012	-0.066	-0.015
0.011	-0.058	-0.004
0.012	-0.043	0.002
0.020	-0.036	0.011
0.009	-0.034	-0.001
0.013	-0.029	0.016
0.018	-0.033	0.013
0.019	-0.026	-0.002
0.021	-0.023	0.007
0.024	-0.048	0.013
0.017	-0.034	-0.005
0.017	-0.039	-0.016
0.021	-0.039	-0.033
0.019	-0.049	-0.012
0.023	-0.054	0.002
0.017	-0.050	0.011
0.021	-0.043	-0.004
0.015	-0.063	0.008
0.013	-0.053	0.003
0.013	-0.062	0.010
0.011	-0.059	0.003
0.011	-0.045	-0.029
0.013	-0.086	-0.014
0.021	-0.077	0.001
0.019	-0.093	-0.006
0.019	-0.108	0.000
0.013	-0.111	-0.003
0.004	-0.116	-0.004
0.011	-0.112	-0.007
0.011	-0.097	-0.017
0.015	-0.119	-0.010
0.017	-0.131	-0.019
0.019	-0.143	-0.019
0.020	-0.153	-0.036
0.012	-0.156	-0.021
0.009	-0.203	-0.022
0.016	-0.176	-0.026
0.012	-0.134	-0.043
0.008	-0.172	-0.054
0.015	-0.197	-0.053
0.014	-0.221	-0.076
0.015	-0.232	-0.074
0.020	-0.219	-0.073
0.005	-0.240	-0.069
0.008	-0.225	-0.055
0.017	-0.215	-0.095
0.011	-0.201	-0.096
0.017	-0.249	-0.078
0.013	-0.279	-0.077
0.019	-0.273	-0.099
0.017	-0.261	-0.085
0.013	-0.253	-0.098
0.012	-0.288	-0.123
0.018	-0.282	-0.102
0.008	-0.249	-0.115
0.012	-0.263	-0.090
0.019	-0.276	-0.079
0.021	-0.255	-0.097
0.021	-0.281	-0.075
0.020	-0.296	-0.068
0.015	-0.310	-0.071
0.013	-0.316	-0.064
0.022	-0.297	-0.095
0.018	-0.265	-0.072
0.021	-0.272	-0.089
0.018	-0.307	-0.060
0.023	-0.305	-0.112
0.021	-0.318	-0.102
0.017	-0.295	-0.120
0.016	-0.285	-0.112
0.012	-0.285	-0.126
0.015	-0.297	-0.117
0.019	-0.264	-0.083
0.019	-0.273	-0.082
0.016	-0.262	-0.083
0.017	-0.284	-0.051
0.011	-0.240	-0.042
0.003	-0.217	-0.037
0.007	-0.212	-0.034
0.010	-0.182	-0.046
0.008	-0.187	-0.042
0.008	-0.195	-0.030
0.009	-0.164	-0.020
0.015	-0.167	-0.036
0.009	-0.184	-0.017
0.006	-0.222	-0.024
0.014	-0.183	-0.026
0.012	-0.155	-0.029
0.006	-0.155	-0.042
0.011	-0.164	-0.035
0.009	-0.153	-0.043
0.007	-0.170	-0.054
0.015	-0.136	-0.038
0.000	-0.105	-0.034
0.012	-0.126	-0.030
0.015	-0.129	-0.045
0.014	-0.115	-0.030
0.021	-0.142	-0.021
0.019	-0.169	-0.015
0.021	-0.170	-0.038
0.021	-0.143	-0.019
0.012	-0.120	-0.011
0.014	-0.142	-0.017
0.019	-0.115	-0.000
0.011	-0.108	-0.023
0.010	-0.082	-0.025
0.019	-0.093	-0.030
0.021	-0.077	-0.029
0.021	-0.072	-0.023
0.023	-0.084	-0.008
0.021	-0.078	-0.020
0.019	-0.068	-0.008
0.026	-0.057	-0.018
0.020	-0.050	-0.015
0.025	-0.045	-0.007
0.021	-0.049	0.003
0.025	-0.062	-0.004
0.014	-0.054	0.004
0.012	-0.046	0.014
0.015	-0.044	0.011
0.011	-0.035	-0.021
0.016	-0.025	-0.034
0.017	-0.046	-0.015
0.022	-0.056	-0.023
0.023	-0.049	-0.010
0.022	-0.040	-0.004
0.016	-0.028	0.003
0.008	-0.009	0.003
0.010	-0.021	-0.004
0.011	-0.032	-0.019
0.013	-0.045	-0.008
0.017	-0.040	-0.003
0.018	-0.053	-0.002
0.018	-0.058	-0.004
0.004	-0.048	-0.003
0.006	-0.025	-0.013
0.020	-0.018	-0.000
0.016	-0.009	-0.008
0.008	-0.018	-0.021
0.014	-0.036	-0.008
0.016	-0.020	-0.008
0.014	-0.042	0.003
0.022	-0.019	0.011
0.007	-0.028	0.016
0.012	-0.042	0.008
0.021	-0.042	-0.002
0.016	-0.025	0.010
0.020	-0.018	0.013
0.019	-0.017	0.014
0.020	-0.023	-0.005
0.020	-0.028	-0.001
0.010	-0.040	0.006
0.012	-0.027	-0.003
0.022	-0.038	0.010
0.012	-0.022	-0.011
0.018	-0.034	-0.014
0.020	-0.035	-0.008
0.017	-0.017	-0.012
0.019	-0.017	-0.003
0.022	-0.007	0.004
0.014	-0.012	-0.003
0.021	-0.018	0.001
0.027	-0.004	-0.009
0.022	0.003	-0.004
0.030	0.000	-0.003
0.025	0.004	0.012
0.029	-0.005	-0.001
0.025	-0.008	0.010
0.018	-0.011	0.015
0.021	-0.003	0.009
0.016	-0.009	0.009
0.015	-0.011	-0.005
0.018	-0.024	-0.007
0.023	-0.020	-0.006
0.023	-0.001	0.005
0.022	0.003	0.009
0.018	0.017	0.014
0.012	0.020	0.012
0.019	0.006	-0.002
0.023	0.017	-0.006
0.021	0.008	0.006
0.021	0.007	0.017
0.022	0.003	0.028
0.025	-0.003	0.007
0.016	-0.003	0.013
0.010	-0.001	0.009
0.016	0.005	0.000
0.009	0.014	0.002
0.007	0.002	-0.012
0.011	-0.005	0.002
0.015	-0.002	-0.004
0.015	-0.009	0.004
0.018	-0.011	0.009
0.002	0.005	0.015
0.012	-0.017	0.017
0.012	-0.001	-0.001
0.014	0.009	0.003
0.017	0.007	0.003
0.013	0.003	0.010
0.017	0.005	-0.001
0.013	-0.005	0.008
0.005	0.006	0.016
0.006	0.014	0.011
0.014	0.006	0.006
0.010	0.005	-0.009
0.016	-0.007	-0.011
0.024	-0.009	0.003
0.026	0.007	0.002
0.025	0.012	0.006
0.021	0.015	0.012
0.015	0.017	0.013
0.017	0.003	0.015
0.021	0.010	0.005
0.018	0.012	0.009
0.022	0.013	0.021
0.020	0.001	0.028
0.022	-0.004	0.013
0.020	-0.005	0.022
0.014	0.005	0.025
0.017	-0.002	0.023
0.012	0.006	0.012
0.016	0.010	-0.002
0.015	-0.002	0.004
0.017	0.006	0.011
0.018	0.002	0.014
0.021	0.007	0.021
0.015	0.013	0.017
0.011	0.012	0.015
0.013	0.000	-0.011
0.011	0.005	-0.011
0.008	-0.018	-0.003
0.009	-0.009	0.001
0.012	0.001	0.006
0.020	-0.006	0.001
0.009	-0.024	0.010
0.008	-0.005	0.001
0.015	0.001	-0.011
0.016	0.004	-0.009
0.012	-0.008	-0.012
0.017	-0.001	0.001
0.017	0.006	-0.001
0.020	-0.002	-0.002
0.025	0.008	0.001
0.009	0.012	0.005
0.015	0.002	0.006
0.018	0.006	-0.008
0.014	-0.002	0.000
0.020	-0.022	0.011
0.014	-0.029	0.013
0.019	-0.033	0.000
0.018	-0.030	0.006
0.006	-0.015	0.013
0.006	-0.004	0.005
0.015	-0.003	0.009
0.007	0.006	-0.009
0.010	0.008	-0.020
0.015	0.002	-0.007
0.017	0.001	-0.002
0.019	0.002	0.001
0.011	-0.000	0.001
0.010	-0.001	-0.005
0.011	-0.024	-0.009
0.022	-0.027	-0.015
0.015	-0.014	-0.001
0.020	-0.012	0.010
0.014	-0.014	0.025
0.023	-0.008	0.006
0.017	-0.022	0.010
0.010	-0.009	0.020
0.013	0.007	0.021
0.007	0.012	0.016
0.009	0.011	-0.003
0.012	-0.017	0.012
0.015	-0.009	-0.000
0.016	-0.007	0.009
0.019	-0.014	0.013
0.015	-0.019	0.022
0.011	-0.007	0.012
0.016	-0.034	0.004
0.014	-0.019	0.006
0.016	-0.040	0.014
0.016	-0.021	0.018
0.018	-0.027	0.028
0.023	-0.043	0.012
0.017	-0.029	0.019
0.018	-0.027	0.011
0.025	-0.021	0.010
0.013	-0.051	0.007
0.011	-0.043	-0.004
0.019	-0.028	-0.009
0.019	-0.025	-0.011
0.024	-0.030	-0.010
0.025	-0.026	0.000
0.012	-0.030	0.006
0.015	-0.040	0.007
0.019	-0.026	-0.001
0.015	-0.012	0.005
0.021	-0.015	0.014
0.015	-0.027	0.018
0.020	-0.035	0.012
0.017	-0.040	0.019
0.009	-0.047	0.020
0.011	-0.043	0.011
0.023	-0.039	0.012
0.011	-0.034	0.009
0.017	-0.045	0.005
0.020	-0.037	0.012
0.020	-0.024	0.012
0.019	-0.033	0.006
0.013	-0.045	0.012
0.013	-0.031	0.002
0.014	-0.056	-0.010
0.019	-0.055	-0.006
0.012	-0.056	0.002
0.019	-0.081	0.011
0.017	-0.080	0.007
0.018	-0.066	0.000
0.016	-0.077	0.005
0.006	-0.063	0.016
0.011	-0.091	0.024
0.011	-0.096	0.014
0.012	-0.084	-0.014
0.014	-0.100	0.004
0.024	-0.086	0.004
0.027	-0.116	0.006
0.026	-0.108	-0.001
0.021	-0.102	0.009
0.010	-0.110	0.006
0.016	-0.139	-0.032
0.017	-0.124	-0.032
0.013	-0.129	-0.043
0.012	-0.135	-0.042
0.015	-0.122	-0.038
0.021	-0.145	-0.060
0.012	-0.163	-0.061
0.009	-0.189	-0.071
0.012	-0.186	-0.072
0.011	-0.215	-0.060
0.012	-0.234	-0.091
0.017	-0.228	-0.064
0.020	-0.262	-0.078
0.019	-0.252	-0.064
0.027	-0.249	-0.055
0.011	-0.232	-0.065
0.013	-0.260	-0.066
0.019	-0.269	-0.090
0.011	-0.255	-0.077
0.021	-0.254	-0.071
0.017	-0.257	-0.061
0.024	-0.223	-0.085
0.020	-0.224	-0.082
0.017	-0.214	-0.067
0.017	-0.203	-0.079
0.021	-0.231	-0.076
0.011	-0.212	-0.074
0.013	-0.244	-0.076
0.021	-0.254	-0.061
0.018	-0.231	-0.075
0.017	-0.250	-0.087
0.014	-0.249	-0.092
0.015	-0.253	-0.128
0.015	-0.268	-0.127
0.021	-0.288	-0.120
0.016	-0.275	-0.116
0.023	-0.288	-0.126
0.018	-0.287	-0.105
0.026	-0.283	-0.112
0.020	-0.270	-0.098
0.009	-0.257	-0.083
0.018	-0.233	-0.078
0.012	-0.227	-0.094
0.017	-0.215	-0.099
0.017	-0.217	-0.089
0.024	-0.185	-0.088
0.021	-0.197	-0.079
0.018	-0.186	-0.052
0.013	-0.156	-0.049
0.004	-0.166	-0.054
0.008	-0.173	-0.055
0.007	-0.154	-0.043
0.007	-0.135	-0.032
0.015	-0.153	-0.029
0.015	-0.118	-0.029
0.018	-0.122	-0.032
0.009	-0.115	-0.012
0.009	-0.129	-0.021
0.017	-0.150	-0.011
0.017	-0.139	-0.037
0.015	-0.152	-0.057
0.015	-0.123	-0.036
0.020	-0.104	-0.046
0.015	-0.119	-0.027
0.024	-0.130	-0.025
0.007	-0.124	-0.025
0.014	-0.111	-0.024
0.022	-0.117	-0.045
0.014	-0.125	-0.034
0.020	-0.104	-0.035
0.015	-0.118	-0.018
0.020	-0.113	-0.035
0.017	-0.138	-0.018
0.016	-0.119	-0.009
0.017	-0.093	-0.016
0.026	-0.084	-0.006
0.012	-0.073	-0.018
0.015	-0.082	-0.010
0.022	-0.074	-0.015
0.019	-0.072	-0.008
0.020	-0.077	-0.002
0.014	-0.081	-0.014
0.018	-0.070	-0.017
0.017	-0.053	-0.021
0.021	-0.069	-0.021
0.016	-0.064	-0.022
0.023	-0.071	-0.014
0.018	-0.063	-0.011
0.022	-0.064	-0.033
0.018	-0.060	-0.024
0.011	-0.050	-0.023
0.019	-0.037	-0.013
0.013	-0.045	-0.020
0.014	-0.047	-0.026
0.018	-0.048	-0.016
0.023	-0.050	-0.020
0.019	-0.033	-0.012
0.026	-0.052	-0.007
0.021	-0.047	-0.000
0.008	-0.031	-0.002
0.015	-0.042	-0.012
0.020	-0.030	-0.011
0.020	-0.027	0.000
0.017	-0.014	0.009
0.016	-0.011	0.005
0.024	-0.022	-0.009
0.016	-0.013	-0.002
0.013	-0.010	-0.006
0.018	-0.001	-0.005
0.013	-0.006	-0.015
0.007	-0.021	-0.024
0.013	-0.016	-0.013
0.013	-0.013	-0.010
0.012	-0.018	-0.006
0.018	-0.009	0.005
0.009	-0.022	0.003
0.013	-0.018	0.004
0.022	-0.011	-0.010
0.016	-0.009	-0.001
0.020	-0.014	0.011
0.015	-0.022	0.011
0.023	-0.043	0.002
0.021	-0.045	0.017
0.011	-0.045	0.019
0.011	-0.025	0.012
0.017	-0.012	0.015
0.012	0.001	-0.002
0.017	-0.001	-0.009
0.020	0.002	0.006
0.018	0.009	0.001
0.019	0.005	0.004
0.014	0.003	0.002
0.011	0.003	-0.004
0.015	-0.002	-0.008
0.022	0.007	-0.007
0.013	-0.004	-0.003
0.017	-0.002	0.012
0.011	0.004	0.014
0.019	-0.002	0.004
0.016	-0.004	0.011
0.003	-0.003	0.003
0.014	-0.000	0.010
0.010	0.013	0.004
0.009	0.001	-0.022
0.013	-0.023	-0.005
0.019	-0.016	-0.010
0.020	-0.007	0.006
0.020	-0.008	0.012
0.011	0.011	0.017
0.000	0.005	0.012
0.009	-0.001	0.002
0.012	0.006	0.010
0.010	0.004	0.019
0.013	0.004	0.026
0.015	-0.006	0.012
0.015	-0.025	0.003
0.007	-0.008	0.012
0.006	-0.000	0.011
0.017	0.006	0.017
0.008	0.009	0.013
0.007	0.014	-0.004
0.009	0.009	0.010
0.009	0.014	0.002
0.009	0.009	0.012
0.013	0.013	0.017
0.002	0.019	0.011
0.007	0.002	0.015
0.014	-0.008	0.002
0.012	-0.001	0.008
0.020	-0.021	0.015
0.012	-0.033	0.018
0.017	-0.028	0.003
0.013	-0.026	0.013
0.010	-0.018	0.014
0.013	-0.012	0.005
0.017	-0.007	0.012
0.005	-0.009	-0.012
0.015	-0.009	-0.006
0.020	-0.003	0.005
0.023	-0.004	-0.013
0.022	-0.019	0.002
0.013	-0.003	0.013
0.011	0.001	0.011
0.012	-0.014	0.004
0.016	-0.013	0.001
0.019	-0.007	0.004
0.019	-0.006	0.013
0.011	-0.000	0.017
0.021	-0.014	0.004
0.014	-0.005	0.016
0.005	-0.005	0.013
0.017	0.002	0.017
0.008	0.008	0.010
0.008	0.013	-0.005
0.013	-0.011	-0.003
0.023	-0.003	-0.007
0.022	0.003	0.002
0.025	-0.000	0.011
0.017	-0.007	0.018
0.008	-0.011	0.016
0.017	-0.010	-0.005
0.015	0.002	0.011
0.016	-0.007	0.027
0.016	-0.006	0.019
0.021	-0.002	0.010
0.024	-0.012	0.010
0.011	-0.013	0.013
0.002	0.003	0.008
0.010	0.009	0.020
0.006	0.015	0.015
0.009	0.009	-0.007
0.013	0.007	0.004
0.012	0.009	0.001
0.014	0.001	0.013
0.018	0.015	0.018
0.013	0.027	0.014
0.010	-0.004	0.022
0.013	0.008	0.014
0.010	0.014	0.012
0.019	0.017	0.012
0.012	0.010	0.018
0.021	0.009	0.005
0.016	-0.001	0.009
0.012	0.002	0.014
0.012	0.008	0.019
0.019	0.012	0.018
0.012	0.006	0.001
0.013	0.002	0.003
0.016	0.001	0.004
0.020	0.003	-0.009
0.017	-0.019	0.001
0.013	-0.011	0.011
0.008	-0.014	0.006
0.011	-0.030	0.003
0.015	-0.007	0.002
0.012	-0.029	0.010
0.019	-0.018	0.016
0.016	-0.019	0.009
0.023	-0.035	-0.005
0.018	-0.058	0.009
0.010	-0.044	0.000
0.017	-0.033	0.007
0.010	-0.040	0.008
0.006	-0.028	-0.007
0.015	-0.035	0.003
0.018	-0.031	-0.007
0.021	-0.026	0.001
0.019	-0.037	0.004
0.012	-0.025	0.011
0.008	-0.031	0.004
0.013	-0.039	-0.020
0.015	-0.030	-0.006
0.012	-0.043	0.003
0.012	-0.054	0.009
0.015	-0.030	-0.007
0.020	-0.045	-0.005
0.013	-0.041	0.005
0.006	-0.033	-0.004
0.018	-0.028	0.007
0.006	-0.027	0.000
0.009	-0.017	-0.015
0.017	-0.045	-0.010
0.019	-0.051	-0.008
0.015	-0.047	-0.001
0.018	-0.046	0.002
0.009	-0.033	-0.001
0.009	-0.047	0.008
0.017	-0.049	0.000
0.016	-0.033	0.007
0.019	-0.034	0.009
0.026	-0.044	0.004
0.030	-0.047	-0.012
0.023	-0.064	-0.010
0.017	-0.070	-0.002
0.018	-0.040	0.001
0.027	-0.038	0.001
0.015	-0.036	-0.003
0.015	-0.047	-0.013
0.022	-0.044	0.002
0.023	-0.067	-0.002
0.023	-0.068	0.011
0.016	-0.058	0.013
0.013	-0.041	0.008
0.012	-0.064	0.006
0.015	-0.056	0.002
0.011	-0.064	-0.005
0.017	-0.068	-0.003
0.014	-0.059	-0.001
0.016	-0.058	-0.012
0.011	-0.068	-0.007
0.001	-0.064	-0.007
0.010	-0.060	0.001
0.009	-0.058	-0.007
0.006	-0.072	-0.037
0.015	-0.079	-0.033
0.020	-0.114	-0.059
0.016	-0.116	-0.047
0.018	-0.106	-0.036
0.004	-0.105	-0.024
0.007	-0.124	-0.029
0.012	-0.153	-0.055
0.014	-0.131	-0.047
0.013	-0.148	-0.064
0.014	-0.144	-0.061
0.012	-0.175	-0.055
0.019	-0.206	-0.073
0.010	-0.187	-0.094
0.002	-0.191	-0.090
0.009	-0.194	-0.080
0.002	-0.202	-0.080
0.005	-0.205	-0.099
0.010	-0.216	-0.079
0.013	-0.222	-0.083
0.019	-0.192	-0.097
0.017	-0.206	-0.115
0.009	-0.189	-0.107
0.009	-0.213	-0.093
0.015	-0.205	-0.081
0.011	-0.170	-0.086
0.017	-0.165	-0.085
0.022	-0.163	-0.087
0.028	-0.173	-0.085
0.016	-0.218	-0.100
0.014	-0.237	-0.079
0.016	-0.242	-0.085
0.022	-0.249	-0.077
0.009	-0.221	-0.080
0.010	-0.221	-0.083
0.012	-0.216	-0.070
0.021	-0.220	-0.085
0.019	-0.234	-0.067
0.011	-0.214	-0.049
0.013	-0.185	-0.048
0.009	-0.187	-0.040
0.009	-0.185	-0.063
0.011	-0.181	-0.052
0.018	-0.142	-0.046
0.012	-0.133	-0.043
0.016	-0.141	-0.079
0.012	-0.145	-0.063
0.002	-0.133	-0.044
0.011	-0.128	-0.039
0.007	-0.114	-0.038
0.005	-0.117	-0.072
0.014	-0.121	-0.060
0.022	-0.097	-0.055
0.011	-0.116	-0.052
0.014	-0.113	-0.043
0.006	-0.093	-0.031
0.003	-0.108	-0.030
0.011	-0.103	-0.052
0.008	-0.119	-0.044
0.016	-0.138	-0.047
0.015	-0.139	-0.028
0.019	-0.128	-0.047
0.025	-0.130	-0.043
0.013	-0.106	-0.038
0.017	-0.085	-0.039
0.026	-0.070	-0.039
0.017	-0.098	-0.040
0.015	-0.089	-0.034
0.020	-0.095	-0.015
0.018	-0.077	-0.021
0.017	-0.088	-0.039
0.019	-0.078	-0.018
0.013	-0.080	-0.026
0.011	-0.080	-0.016
0.018	-0.072	-0.038
0.016	-0.046	-0.022
0.022	-0.056	-0.018
0.019	-0.061	-0.001
0.026	-0.055	-0.016
0.015	-0.047	-0.009
0.012	-0.041	-0.016
0.016	-0.031	-0.016
0.023	-0.031	-0.022
0.009	-0.034	-0.023
0.012	-0.020	-0.034
0.020	-0.019	-0.015
0.024	-0.015	-0.008
0.028	-0.038	-0.006
0.020	-0.020	-0.006
0.012	-0.019	-0.015
0.010	-0.031	-0.022
0.009	-0.042	-0.023
0.011	-0.045	-0.019
0.017	-0.023	-0.010
0.011	-0.016	0.005
0.018	-0.031	-0.000
0.013	-0.029	0.003
0.013	-0.015	-0.001
0.022	-0.008	-0.011
0.013	-0.009	-0.016
0.006	-0.006	-0.035
0.015	-0.018	-0.025
0.022	-0.010	-0.025
0.017	-0.013	-0.013
0.024	-0.015	-0.001
0.010	-0.004	0.004
0.009	-0.013	-0.003
0.015	-0.027	-0.016
0.011	-0.028	-0.008
0.018	-0.021	-0.004
0.020	-0.019	0.001
0.017	-0.007	0.003
0.020	-0.022	0.016
0.012	-0.014	0.017
0.011	-0.020	0.012
0.019	-0.021	0.011
0.011	-0.012	0.008
0.009	-0.011	0.005
0.012	-0.012	0.012
0.009	-0.006	0.005
0.012	-0.008	0.009
0.015	-0.005	0.005
0.010	0.006	0.003
0.011	-0.001	0.011
0.018	0.012	-0.007
0.016	0.012	0.002
0.021	0.001	0.000
0.017	-0.003	0.004
0.024	-0.003	-0.000
0.018	-0.006	0.009
0.015	0.001	0.006
0.015	0.004	0.006
0.024	0.006	0.006
0.015	0.014	-0.003
0.018	0.008	-0.001
0.018	0.003	0.006
0.027	0.013	0.007
0.025	0.010	0.010
0.016	0.010	0.019
0.013	0.009	0.004
0.017	-0.003	-0.000
0.021	-0.002	0.001
0.022	-0.006	0.007
0.024	0.006	0.014
0.018	0.013	0.020
0.025	-0.008	0.010
0.017	-0.008	0.019
0.013	0.004	0.012
0.020	-0.004	0.001
0.013	0.006	-0.007
0.007	0.013	-0.018
0.011	-0.003	-0.005
0.017	0.009	-0.006
0.011	-0.002	-0.013
0.017	0.001	-0.001
0.004	0.008	0.007
0.005	0.002	-0.003
0.013	-0.005	-0.017
0.014	-0.009	-0.001
0.021	-0.004	0.007
0.017	-0.005	0.016
0.019	0.010	0.018
0.021	-0.011	0.019
0.010	-0.003	0.024
0.009	-0.005	0.018
0.018	-0.002	0.018
0.012	0.005	0.005
0.013	0.002	-0.004
0.022	-0.008	0.010
0.018	0.001	0.007
0.021	-0.006	0.011
0.013	-0.004	0.014
0.005	0.003	0.008
0.008	-0.017	0.016
0.019	-0.009	-0.010
0.013	0.006	0.002
0.019	-0.005	0.013
0.012	0.001	0.026
0.014	-0.006	0.017
0.013	-0.013	0.026
0.008	0.002	0.013
0.009	-0.001	0.017
0.016	-0.004	0.010
0.009	0.007	0.002
0.014	-0.002	0.004
0.021	-0.006	0.015
0.024	0.006	0.015
0.023	-0.010	0.023
0.014	-0.000	0.026
0.013	-0.006	0.019
0.013	-0.023	0.014
0.012	-0.006	0.010
0.013	-0.002	0.006
0.013	0.011	0.016
0.014	0.007	0.028
0.021	-0.016	0.014
0.011	-0.018	0.025
0.007	-0.043	0.018
0.014	-0.029	0.022
0.014	-0.017	0.016
0.007	-0.004	0.003
0.016	-0.006	0.004
0.022	0.005	0.003
0.019	0.001	0.010
0.019	0.004	0.017
0.007	0.018	0.021
0.006	0.022	0.020
0.008	0.012	0.006
0.011	0.004	0.007
0.019	-0.005	0.013
0.018	-0.001	0.020
0.021	0.015	0.021
0.028	-0.011	0.008
0.017	-0.008	0.018
0.014	-0.009	0.013
0.015	0.000	0.015
0.008	0.003	0.009
0.011	0.005	-0.002
0.016	-0.026	0.010
0.014	-0.022	0.002
0.016	-0.015	0.005
0.016	-0.007	0.012
0.010	0.007	0.007
0.008	-0.008	0.008
0.017	-0.003	-0.006
0.009	-0.004	-0.004
0.017	-0.006	0.008
0.012	-0.018	0.016
0.014	-0.016	0.011
0.012	-0.014	0.012
0.010	0.002	0.013
0.014	-0.003	0.018
0.021	0.005	0.008
0.019	0.009	-0.006
0.020	-0.005	0.002
0.023	-0.001	0.003
0.025	-0.001	0.011
0.025	-0.015	0.017
0.016	-0.012	0.014
0.012	0.009	0.008
0.011	-0.007	0.004
0.012	-0.004	0.001
0.012	-0.012	0.004
0.012	0.003	0.017
0.010	-0.021	0.017
0.018	-0.026	0.011
0.007	-0.023	0.018
0.007	-0.026	0.014
0.016	-0.037	0.016
0.008	-0.020	0.019
0.006	-0.026	0.003
0.016	-0.034	0.008
0.018	-0.022	-0.006
0.013	-0.038	0.005
0.020	-0.037	0.016
0.007	-0.032	0.018
0.008	-0.044	0.006
0.012	-0.052	-0.011
0.013	-0.046	0.001
0.019	-0.055	0.004
0.019	-0.038	0.014
0.023	-0.036	0.001
0.027	-0.047	0.002
0.015	-0.042	0.007
0.019	-0.042	0.004
0.021	-0.027	0.010
0.012	-0.028	0.011
0.010	-0.016	-0.008
0.017	-0.024	-0.003
0.017	-0.025	-0.006
0.017	-0.035	0.001
0.016	-0.035	0.010
0.009	-0.028	0.001
0.013	-0.062	-0.011
0.018	-0.068	-0.021
0.014	-0.055	-0.005
0.022	-0.056	-0.001
0.016	-0.045	0.008
