# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.09	1st: 1.10
# Laser Mod Attn:	36 dB
# Delay:	98291 (0, Min for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.018	-0.074	0.005
0.023	-0.070	-0.020
0.021	-0.066	-0.022
0.017	-0.062	-0.008
0.016	-0.066	-0.006
0.007	-0.049	0.001
0.016	-0.037	0.000
0.013	-0.033	0.002
0.014	-0.020	0.015
0.017	-0.013	0.010
0.013	-0.001	0.006
0.017	-0.005	0.009
0.018	-0.027	-0.006
0.001	-0.024	0.001
0.001	-0.022	0.007
0.002	-0.025	0.009
0.011	-0.028	0.014
0.014	-0.022	0.011
0.022	-0.019	-0.015
0.017	-0.024	-0.016
0.017	-0.011	-0.001
0.007	-0.011	0.004
-0.003	-0.028	-0.011
0.008	-0.013	0.000
0.001	-0.014	0.005
0.010	-0.018	0.011
0.013	-0.008	-0.012
0.017	0.002	-0.001
0.025	-0.016	-0.008
0.022	-0.012	0.007
0.002	-0.005	0.000
0.005	-0.017	-0.009
0.012	-0.017	-0.004
0.015	-0.008	0.005
0.016	-0.013	0.002
0.025	-0.001	-0.012
0.022	-0.010	-0.003
0.016	-0.005	0.004
0.012	0.001	0.013
0.010	-0.000	0.007
0.012	0.008	0.009
0.013	0.016	0.014
0.016	0.018	0.018
0.022	0.027	0.003
0.024	0.032	0.008
0.027	0.028	0.002
0.025	0.027	0.015
0.018	0.027	0.001
0.017	0.016	0.009
0.022	0.003	0.005
0.018	0.003	0.013
0.025	0.007	-0.008
0.022	-0.003	-0.012
0.017	0.006	0.002
0.007	0.014	0.010
0.001	0.009	0.005
0.015	0.008	0.005
0.013	0.014	0.010
0.010	0.017	0.016
0.012	0.010	0.012
0.013	0.009	0.011
0.015	0.009	0.023
0.021	-0.002	0.005
0.005	0.006	0.015
0.010	0.006	0.011
0.012	-0.007	0.017
0.021	-0.006	0.016
0.017	-0.000	0.023
0.025	0.013	-0.006
0.018	0.004	0.000
0.014	0.009	0.010
0.006	0.018	0.013
0.003	-0.013	0.014
0.010	-0.004	0.012
0.000	0.005	0.020
0.010	-0.001	0.023
0.008	0.009	0.006
0.015	0.012	0.006
0.018	0.016	-0.006
0.013	0.010	0.006
-0.009	0.018	0.002
-0.002	0.003	0.008
0.006	-0.016	0.023
0.011	-0.001	0.022
0.015	0.011	0.012
0.019	0.017	-0.013
0.016	0.010	0.000
0.015	0.011	0.005
0.014	0.014	0.012
0.014	0.012	0.002
0.013	0.023	0.012
0.016	0.026	0.012
0.017	0.015	0.015
0.019	0.020	-0.003
0.021	0.019	0.003
0.020	0.014	-0.010
0.015	0.012	0.003
0.013	0.019	0.002
0.008	0.010	0.005
0.017	-0.006	0.008
0.019	0.010	0.020
0.021	0.014	-0.008
0.023	0.009	-0.007
0.016	0.005	-0.001
0.009	0.016	0.009
-0.005	0.005	0.010
0.002	0.005	0.011
-0.003	0.010	0.014
-0.002	0.016	0.016
0.009	0.010	0.003
0.009	0.008	0.011
0.016	0.010	0.017
0.019	0.009	0.006
0.002	0.016	0.010
0.004	0.005	0.013
0.008	-0.016	0.019
0.015	-0.012	0.025
0.016	0.006	0.027
0.027	0.010	-0.004
0.027	0.007	-0.003
0.016	0.012	0.009
0.008	0.023	0.018
0.002	-0.002	0.014
0.012	0.006	0.019
0.005	0.015	0.024
0.013	0.008	0.024
0.013	0.014	0.003
0.012	0.018	0.015
0.016	0.009	-0.009
0.015	0.008	0.010
-0.002	0.004	0.009
-0.000	-0.009	0.015
0.008	-0.019	0.012
0.012	-0.012	0.017
0.011	-0.001	0.000
0.010	-0.001	-0.002
0.009	0.003	0.004
0.006	0.004	0.016
0.006	0.011	0.017
0.008	0.008	0.009
0.006	0.004	0.020
0.009	0.003	0.021
0.012	0.005	0.017
0.018	0.011	-0.000
0.019	0.018	0.011
0.022	0.013	0.006
0.016	0.012	0.014
0.010	0.013	0.012
0.011	0.007	0.020
0.019	0.000	0.017
0.017	0.007	0.016
0.029	0.010	-0.013
0.025	0.002	-0.006
0.014	0.004	0.008
0.011	0.006	0.013
0.001	0.008	0.003
0.008	0.006	0.009
0.007	0.015	0.018
0.010	0.018	0.018
0.014	0.002	0.003
0.017	0.007	0.003
0.017	0.017	0.011
0.022	0.008	-0.000
-0.000	0.010	0.014
0.008	0.006	0.003
0.014	-0.006	0.010
0.021	-0.007	0.011
0.013	0.003	0.021
0.015	0.012	-0.009
0.019	0.006	-0.005
0.008	0.009	-0.001
0.002	0.014	0.010
0.003	0.001	0.010
0.011	-0.005	0.014
-0.002	-0.002	0.018
0.010	-0.003	0.016
0.009	0.005	-0.004
0.016	0.011	-0.007
0.016	0.012	-0.017
0.016	0.003	-0.005
-0.006	0.013	-0.001
0.002	-0.003	-0.005
0.009	-0.011	0.006
0.012	-0.007	0.014
0.018	-0.020	-0.003
0.016	-0.004	-0.008
0.013	-0.011	0.006
0.011	-0.003	0.006
0.009	-0.002	0.006
0.009	-0.004	-0.007
0.011	0.000	0.008
0.012	0.001	0.013
0.021	0.000	0.007
0.018	0.004	0.003
0.018	0.010	0.010
0.020	0.001	0.013
0.012	-0.005	0.015
0.008	-0.005	0.004
0.011	-0.017	0.013
0.021	-0.020	0.015
0.019	-0.034	0.017
0.022	-0.022	-0.009
0.021	-0.016	-0.009
0.009	-0.007	-0.001
0.008	0.001	0.001
-0.000	-0.006	0.003
0.008	-0.012	0.006
0.008	-0.011	0.013
0.010	-0.004	0.010
0.019	-0.006	-0.008
0.016	0.001	0.008
0.016	0.014	0.014
0.019	-0.002	-0.019
-0.002	0.007	-0.008
0.004	-0.005	-0.008
0.010	-0.017	-0.014
0.015	-0.020	-0.004
0.014	-0.011	0.005
0.014	-0.009	-0.018
0.016	-0.014	-0.015
0.011	-0.008	-0.009
0.006	-0.002	-0.003
0.002	-0.010	-0.010
0.013	-0.002	-0.000
0.006	0.004	0.006
0.011	-0.013	-0.002
0.011	-0.022	-0.008
0.015	-0.015	-0.004
0.018	-0.012	-0.024
0.017	-0.016	-0.016
0.001	-0.014	-0.017
0.006	-0.028	-0.001
0.017	-0.040	-0.004
0.015	-0.037	0.001
0.021	-0.025	-0.014
0.014	-0.033	-0.009
0.012	-0.027	-0.024
0.011	-0.045	-0.016
0.008	-0.035	-0.006
0.008	-0.049	-0.015
0.007	-0.066	-0.034
0.013	-0.076	-0.030
0.017	-0.079	-0.032
0.017	-0.061	-0.035
0.018	-0.060	-0.025
0.023	-0.057	-0.009
0.012	-0.068	0.003
0.009	-0.064	-0.011
0.005	-0.067	-0.009
0.015	-0.074	-0.013
0.014	-0.069	-0.012
0.020	-0.079	-0.038
0.019	-0.099	-0.038
0.017	-0.104	-0.034
0.011	-0.115	-0.047
0.000	-0.125	-0.053
0.008	-0.148	-0.039
0.005	-0.142	-0.034
0.010	-0.145	-0.042
0.014	-0.177	-0.058
0.018	-0.145	-0.068
0.020	-0.151	-0.075
0.025	-0.153	-0.092
0.002	-0.166	-0.108
0.014	-0.149	-0.093
0.015	-0.142	-0.080
0.023	-0.133	-0.069
0.021	-0.134	-0.071
0.021	-0.126	-0.089
0.021	-0.138	-0.074
0.015	-0.134	-0.076
0.006	-0.134	-0.070
0.002	-0.131	-0.082
0.012	-0.133	-0.054
0.002	-0.104	-0.036
0.010	-0.090	-0.033
0.015	-0.073	-0.065
0.017	-0.094	-0.046
0.021	-0.094	-0.039
0.017	-0.083	-0.032
-0.001	-0.066	-0.025
0.006	-0.073	-0.017
0.013	-0.076	-0.007
0.015	-0.073	-0.007
0.020	-0.076	-0.044
0.020	-0.062	-0.028
0.019	-0.077	-0.015
0.011	-0.073	-0.010
0.006	-0.063	-0.002
0.003	-0.070	-0.009
0.006	-0.058	-0.011
0.009	-0.039	-0.044
0.014	-0.043	-0.036
0.011	-0.027	-0.044
0.019	-0.031	-0.026
0.022	-0.032	-0.012
0.011	-0.038	-0.015
0.005	-0.025	-0.010
0.007	-0.030	-0.009
0.015	-0.034	0.002
0.016	-0.036	0.010
0.025	-0.019	-0.015
0.023	-0.023	-0.011
0.017	-0.031	-0.005
0.011	-0.019	-0.004
0.004	-0.029	-0.010
0.012	-0.032	-0.002
0.009	-0.011	0.007
0.012	-0.003	0.008
0.019	-0.015	-0.003
0.019	-0.003	0.010
0.022	0.001	0.005
0.028	-0.001	-0.000
-0.001	0.001	0.007
0.001	-0.011	0.011
0.013	-0.013	0.014
0.013	-0.016	0.021
0.011	-0.008	0.017
0.020	-0.007	-0.013
0.019	-0.013	-0.007
0.010	-0.006	0.003
0.003	0.006	0.014
-0.001	-0.013	0.009
0.008	-0.003	0.015
0.002	0.009	0.018
0.009	0.008	0.020
0.009	0.007	-0.000
0.014	0.004	0.007
0.017	-0.001	-0.007
0.013	-0.009	0.002
-0.001	-0.010	-0.000
0.005	-0.014	0.008
0.013	-0.021	0.015
0.013	-0.008	0.019
0.020	-0.016	0.001
0.015	-0.000	0.006
0.016	-0.002	0.006
0.012	-0.005	0.022
0.003	0.003	0.027
0.011	-0.004	0.023
0.013	0.004	0.027
0.014	0.009	0.025
0.017	0.010	0.018
0.017	0.018	0.012
0.021	0.026	0.008
0.025	0.017	0.017
0.010	0.015	0.015
0.013	0.014	0.009
0.014	0.008	0.012
0.020	-0.002	0.010
0.013	0.003	0.017
0.018	0.010	-0.007
0.019	-0.001	-0.003
0.010	-0.002	0.004
0.008	0.009	0.016
-0.002	0.014	0.005
0.008	0.009	0.008
0.005	0.019	0.016
0.007	0.022	0.017
0.012	0.007	-0.003
0.015	0.016	0.004
0.019	0.018	0.012
0.024	0.011	0.004
0.004	0.011	0.013
0.013	0.017	0.018
0.014	0.004	0.021
0.020	-0.000	0.024
0.017	-0.001	0.027
0.019	0.012	-0.004
0.020	0.005	-0.003
0.013	0.008	0.003
0.010	0.010	0.016
0.001	-0.005	0.009
0.007	-0.002	0.021
0.004	0.002	0.030
0.018	-0.013	0.031
0.017	-0.003	0.012
0.016	0.002	0.014
0.021	-0.002	0.002
0.011	0.002	0.006
-0.003	0.004	0.006
0.003	0.000	0.015
0.012	-0.007	0.017
0.007	0.009	0.024
0.013	0.014	0.008
0.011	0.022	0.004
0.010	0.007	0.007
0.007	0.015	0.004
0.003	0.016	0.012
0.000	0.014	0.005
0.004	0.019	0.007
0.003	0.021	0.016
0.009	0.015	0.008
0.007	0.020	0.007
0.015	0.023	0.018
0.017	0.020	0.027
0.007	0.002	0.019
0.007	0.011	0.014
0.009	0.003	0.016
0.012	-0.006	0.026
0.012	0.004	0.029
0.015	0.006	0.004
0.017	0.007	-0.001
0.012	0.006	0.009
0.009	0.013	0.017
0.001	0.009	0.008
0.008	0.011	0.015
0.007	0.012	0.018
0.008	0.021	0.016
0.015	0.021	-0.001
0.015	0.027	0.006
0.022	0.031	0.009
0.022	0.014	0.003
0.005	0.016	0.018
0.013	0.016	0.019
0.016	0.003	0.027
0.020	0.001	0.034
0.021	0.011	0.032
0.021	0.016	-0.003
0.026	0.008	-0.005
0.019	0.015	0.003
0.015	0.007	0.011
0.016	-0.009	0.006
0.025	-0.001	0.016
0.012	0.009	0.023
0.014	-0.002	0.029
0.011	0.011	0.010
0.012	0.017	0.015
0.020	0.016	-0.002
0.016	0.009	0.011
0.003	0.016	0.005
0.003	-0.000	0.012
0.014	-0.021	0.019
0.010	-0.018	0.026
0.015	-0.004	0.007
0.015	0.005	0.001
0.016	-0.009	0.011
0.010	-0.025	0.008
0.003	-0.016	0.020
0.011	-0.019	0.011
0.009	-0.007	0.015
0.007	0.004	0.021
0.012	0.003	0.015
0.017	0.014	0.010
0.020	0.014	0.011
0.023	0.013	0.016
0.014	0.013	0.020
0.019	0.012	0.005
0.020	-0.015	0.014
0.029	-0.027	0.018
0.026	-0.010	0.021
0.026	0.004	-0.005
0.021	0.000	0.001
0.012	-0.000	0.003
0.011	-0.000	0.012
0.002	-0.003	0.004
0.009	-0.012	0.010
0.003	0.003	0.022
0.009	0.007	0.021
0.015	0.002	0.001
0.018	0.012	0.010
0.018	0.017	0.016
0.023	0.012	-0.004
0.002	0.013	0.003
0.010	-0.018	-0.003
0.014	-0.029	0.003
0.018	-0.021	0.015
0.014	-0.016	0.019
0.021	-0.018	-0.012
0.024	-0.022	-0.013
0.013	-0.006	-0.011
0.005	-0.006	-0.009
0.004	-0.014	-0.010
0.010	-0.004	-0.003
-0.000	0.009	-0.002
0.009	-0.005	0.008
0.007	0.004	-0.002
0.012	0.006	-0.003
0.012	0.005	-0.021
0.008	-0.011	-0.012
-0.004	-0.022	-0.013
-0.003	-0.046	-0.005
0.006	-0.057	0.003
0.009	-0.034	0.012
0.013	-0.025	-0.004
0.012	-0.009	-0.015
0.014	-0.011	-0.002
0.011	-0.012	-0.001
-0.001	-0.023	0.010
0.006	-0.017	0.006
0.010	-0.041	-0.027
0.009	-0.044	-0.017
0.014	-0.070	-0.022
0.012	-0.050	-0.025
0.020	-0.036	-0.031
0.019	-0.045	-0.032
0.009	-0.050	-0.019
0.002	-0.052	-0.021
0.005	-0.061	-0.015
0.014	-0.071	-0.025
0.012	-0.058	-0.037
0.017	-0.067	-0.055
0.019	-0.067	-0.053
0.009	-0.071	-0.041
0.009	-0.059	-0.032
0.001	-0.055	-0.024
0.010	-0.053	-0.015
0.007	-0.049	-0.006
0.008	-0.051	-0.004
0.020	-0.056	-0.023
0.017	-0.052	-0.022
0.019	-0.044	-0.008
0.021	-0.050	-0.012
-0.002	-0.035	-0.012
0.009	-0.050	-0.007
0.012	-0.050	-0.019
0.017	-0.059	-0.014
0.015	-0.063	-0.006
0.016	-0.063	-0.029
0.020	-0.072	-0.031
0.012	-0.093	-0.030
0.010	-0.071	-0.019
0.012	-0.092	-0.038
0.011	-0.097	-0.023
0.002	-0.113	-0.019
0.010	-0.112	-0.055
0.012	-0.098	-0.052
0.013	-0.116	-0.027
0.019	-0.149	-0.043
0.012	-0.133	-0.042
0.003	-0.159	-0.051
0.003	-0.156	-0.030
0.014	-0.151	-0.043
0.015	-0.126	-0.046
0.020	-0.120	-0.062
0.020	-0.112	-0.060
0.014	-0.136	-0.062
0.018	-0.111	-0.044
0.007	-0.080	-0.043
0.012	-0.082	-0.046
0.013	-0.085	-0.035
0.001	-0.076	-0.021
0.010	-0.074	-0.029
0.010	-0.055	-0.027
0.012	-0.057	-0.008
0.018	-0.088	-0.003
0.009	-0.088	0.001
0.006	-0.078	-0.024
0.006	-0.071	-0.015
0.015	-0.088	-0.011
0.014	-0.100	-0.010
0.018	-0.097	-0.033
0.016	-0.081	-0.024
0.007	-0.069	-0.017
0.003	-0.056	-0.012
0.001	-0.078	-0.016
0.007	-0.088	-0.013
0.002	-0.077	-0.006
0.006	-0.072	-0.020
0.014	-0.072	-0.027
0.016	-0.057	-0.021
0.021	-0.044	-0.013
0.024	-0.038	-0.022
-0.005	-0.030	-0.024
0.001	-0.042	-0.050
0.006	-0.063	-0.046
0.012	-0.062	-0.031
0.014	-0.049	-0.010
0.012	-0.045	-0.026
0.016	-0.036	-0.017
0.010	-0.032	-0.010
0.016	-0.035	0.002
0.009	-0.035	-0.009
0.013	-0.050	-0.004
0.003	-0.031	0.013
0.012	-0.013	0.021
0.010	-0.012	0.012
0.020	-0.004	0.011
0.020	0.005	-0.007
0.016	0.002	0.002
0.004	-0.002	-0.004
0.005	-0.014	0.006
0.011	-0.039	0.014
0.013	-0.030	0.013
0.018	-0.022	-0.005
0.017	-0.011	-0.017
0.014	-0.011	0.003
0.016	0.005	0.012
0.006	0.009	0.018
0.009	0.004	0.012
0.012	0.002	0.018
0.001	0.001	0.022
0.008	0.001	0.014
0.012	0.012	-0.007
0.016	0.016	0.004
0.022	0.015	0.002
0.012	0.007	0.015
0.006	0.007	0.013
0.009	-0.003	0.014
0.020	-0.019	0.023
0.018	-0.007	0.023
0.022	0.002	-0.004
0.020	0.003	-0.006
0.016	0.002	0.008
0.018	0.007	0.020
0.009	0.003	0.013
0.016	0.004	0.014
0.015	-0.004	0.012
0.018	0.008	0.016
0.018	0.009	0.004
0.016	0.005	0.014
0.022	0.014	0.026
0.024	0.010	0.012
-0.001	0.014	0.014
0.005	0.004	0.015
0.012	0.008	0.014
0.019	-0.007	0.015
0.022	-0.009	0.022
0.021	-0.000	0.011
0.023	-0.010	0.004
0.021	0.005	0.004
0.021	0.013	0.011
0.014	0.003	0.006
0.019	0.007	0.014
0.012	0.011	0.021
0.014	0.024	0.016
0.012	0.027	0.016
0.020	0.027	0.029
0.019	0.020	0.009
0.015	0.008	0.018
-0.004	0.008	0.008
0.001	-0.005	0.017
0.011	-0.015	0.017
0.011	-0.010	0.024
0.018	0.003	-0.003
0.018	0.016	-0.011
0.008	0.009	-0.004
0.012	0.015	0.003
0.006	0.021	0.008
0.012	0.009	-0.003
0.008	0.008	0.006
0.004	0.012	0.013
0.012	0.013	0.011
0.005	0.017	0.005
0.012	0.023	0.011
0.022	0.020	0.004
0.008	0.013	0.006
0.011	0.016	0.003
0.007	0.008	0.010
0.016	-0.004	0.015
0.009	-0.003	0.020
0.017	0.009	-0.003
0.018	-0.003	-0.001
0.015	0.000	0.002
0.017	0.010	0.008
0.007	0.009	0.009
0.016	-0.004	0.011
0.009	0.009	0.023
0.013	0.016	0.025
0.016	0.007	0.004
0.015	0.006	0.011
0.015	0.015	0.018
0.021	0.004	0.010
-0.005	0.011	0.017
0.002	-0.000	0.017
0.006	0.003	0.018
0.013	-0.001	0.017
0.015	0.012	0.026
0.010	0.013	0.001
0.016	0.001	0.005
0.011	0.011	0.011
0.018	0.016	0.015
0.018	-0.008	0.014
0.020	0.002	0.020
0.006	-0.002	0.021
0.010	0.004	0.021
0.011	0.010	0.014
0.017	0.013	0.012
0.024	0.009	0.002
0.017	0.010	0.014
0.004	0.003	0.007
0.009	-0.008	0.014
0.014	-0.019	0.017
0.009	-0.003	0.020
0.014	0.007	0.006
0.018	0.010	-0.018
0.011	0.005	-0.007
0.012	0.009	0.009
0.004	0.003	0.011
0.011	0.004	0.003
0.011	0.002	0.011
0.009	0.017	0.018
0.015	0.014	0.013
0.013	0.023	0.014
0.017	0.023	0.018
0.021	0.011	0.015
0.011	0.012	0.020
0.008	0.018	0.019
0.008	0.012	0.022
0.017	-0.005	0.020
0.013	0.006	0.017
0.018	0.013	-0.011
0.016	-0.001	-0.012
0.013	0.006	-0.002
0.011	0.008	0.003
0.006	0.008	0.000
0.013	0.006	0.009
0.009	-0.000	0.018
0.014	0.007	0.022
0.018	0.004	0.000
0.018	0.008	0.003
0.021	0.019	0.009
0.027	0.005	0.001
0.002	0.007	0.010
0.006	-0.006	0.008
0.011	-0.012	0.017
0.016	-0.016	0.016
0.014	-0.005	0.019
0.016	0.007	-0.001
0.023	0.005	0.003
0.010	0.012	0.008
0.010	0.014	0.017
0.014	-0.015	0.013
0.019	-0.000	0.022
0.007	0.009	0.019
0.010	0.004	0.024
0.011	0.005	0.014
0.017	0.016	0.019
0.020	0.002	-0.001
0.011	-0.015	0.006
0.001	-0.004	-0.001
0.004	-0.004	0.008
0.012	-0.016	0.013
0.012	-0.006	0.019
0.016	-0.006	-0.005
0.014	-0.003	-0.005
0.009	-0.003	0.004
0.010	-0.001	0.011
0.007	-0.026	0.010
0.008	-0.040	0.008
0.011	-0.037	0.010
0.009	-0.016	0.024
0.012	-0.011	0.014
0.018	-0.015	0.012
0.023	-0.009	0.014
0.020	-0.013	0.001
0.004	-0.027	0.011
0.004	-0.010	0.001
0.007	-0.032	0.009
0.014	-0.057	0.013
0.012	-0.068	0.016
0.021	-0.074	-0.018
0.023	-0.092	-0.017
0.020	-0.118	-0.013
0.019	-0.108	-0.018
0.006	-0.114	-0.027
0.017	-0.098	-0.023
0.013	-0.098	-0.009
0.013	-0.081	-0.026
0.016	-0.082	-0.032
0.015	-0.066	-0.026
0.017	-0.052	-0.019
0.020	-0.049	-0.024
-0.006	-0.050	-0.013
0.002	-0.062	-0.019
0.007	-0.062	-0.012
0.015	-0.048	0.000
0.014	-0.029	-0.004
0.014	-0.017	-0.023
0.020	-0.028	-0.011
0.013	-0.047	-0.006
0.007	-0.039	0.001
0.017	-0.057	-0.005
0.022	-0.056	0.003
0.011	-0.046	0.008
0.017	-0.062	0.008
0.010	-0.054	-0.018
0.015	-0.062	-0.012
0.016	-0.042	-0.026
0.008	-0.064	-0.027
-0.002	-0.076	-0.028
0.005	-0.086	-0.015
0.013	-0.086	-0.003
0.008	-0.087	0.004
0.014	-0.076	-0.012
0.014	-0.067	-0.019
0.007	-0.067	-0.007
0.009	-0.086	-0.004
-0.002	-0.085	-0.008
0.009	-0.095	-0.006
0.012	-0.117	-0.011
0.005	-0.125	-0.013
0.009	-0.125	-0.031
0.009	-0.103	-0.043
0.016	-0.111	-0.024
0.020	-0.108	-0.062
-0.001	-0.095	-0.062
0.006	-0.097	-0.047
0.011	-0.103	-0.042
0.018	-0.124	-0.026
0.015	-0.114	-0.027
0.017	-0.109	-0.054
0.018	-0.107	-0.052
0.011	-0.133	-0.039
0.011	-0.131	-0.041
0.003	-0.105	-0.039
0.010	-0.092	-0.036
0.006	-0.064	-0.027
0.005	-0.055	-0.013
0.009	-0.064	-0.019
0.012	-0.064	-0.014
0.018	-0.051	-0.007
0.019	-0.041	-0.026
-0.001	-0.059	-0.010
0.003	-0.069	-0.015
0.007	-0.068	-0.006
0.014	-0.052	-0.001
0.014	-0.044	-0.011
0.017	-0.045	-0.037
0.022	-0.039	-0.033
0.010	-0.027	-0.038
0.005	-0.030	-0.021
0.004	-0.044	-0.036
0.012	-0.042	-0.024
-0.003	-0.042	-0.011
0.008	-0.036	-0.005
0.009	-0.041	-0.021
0.015	-0.021	-0.033
0.016	-0.020	-0.045
0.008	-0.033	-0.029
-0.001	-0.033	-0.022
-0.000	-0.027	-0.016
0.008	-0.045	-0.010
0.010	-0.044	-0.003
0.016	-0.024	-0.016
0.020	-0.030	-0.031
0.014	-0.039	-0.017
0.008	-0.052	-0.016
0.002	-0.048	-0.006
0.011	-0.048	-0.001
0.019	-0.027	0.007
0.011	-0.019	0.007
0.014	-0.010	-0.003
0.016	0.001	-0.010
0.019	0.006	0.003
0.022	0.003	-0.000
0.006	-0.001	0.009
0.006	-0.012	0.000
0.003	-0.011	0.001
0.016	-0.026	0.003
0.012	-0.010	0.010
0.020	-0.010	-0.014
0.019	-0.019	-0.006
0.014	-0.008	0.002
0.012	-0.013	0.011
0.002	-0.015	0.005
0.010	-0.017	0.007
0.008	-0.007	0.012
0.012	-0.006	0.018
0.016	-0.001	0.006
0.015	0.004	-0.000
0.019	0.017	0.002
0.026	0.006	-0.000
0.006	0.014	0.004
0.010	0.016	-0.002
0.014	0.008	0.005
0.019	0.001	0.001
0.024	-0.002	0.012
0.021	0.002	-0.024
0.025	-0.004	-0.002
0.014	0.008	0.004
0.004	0.013	0.010
0.003	-0.002	0.006
0.011	0.007	0.017
0.002	0.006	0.013
0.013	-0.007	0.018
0.012	-0.008	0.008
0.016	0.002	0.007
0.024	0.001	-0.008
0.017	-0.009	-0.005
0.003	0.006	-0.009
0.007	0.003	0.001
0.014	-0.020	0.010
0.015	-0.001	0.013
0.022	0.005	-0.007
0.018	0.009	-0.016
0.013	-0.006	-0.007
0.014	-0.002	0.002
-0.001	-0.004	0.013
0.009	-0.003	0.013
0.009	0.001	0.015
0.008	0.006	0.019
0.015	-0.002	0.005
0.013	0.010	0.004
0.017	0.010	0.011
0.020	0.010	0.016
0.005	0.011	0.015
0.006	0.010	0.016
0.009	0.010	0.021
0.017	-0.002	0.022
0.016	0.005	0.013
0.023	-0.027	-0.012
0.023	-0.016	-0.006
0.009	-0.002	0.003
0.008	0.004	0.009
0.000	0.001	0.002
0.013	0.003	0.001
0.007	0.006	0.009
0.007	0.009	0.013
0.011	0.010	-0.000
0.008	0.014	0.011
0.018	0.008	0.017
0.025	0.007	0.003
0.004	0.014	0.010
0.007	0.008	0.005
0.009	0.006	0.008
0.016	-0.008	0.020
0.019	-0.007	0.024
0.017	0.001	-0.020
0.023	0.001	-0.011
0.011	-0.001	-0.008
0.010	0.006	0.003
0.007	-0.010	0.005
0.012	0.001	0.017
0.006	0.006	0.024
0.013	0.008	0.027
0.011	0.014	0.007
0.015	0.022	0.015
0.018	0.016	-0.003
0.013	0.014	0.007
0.004	0.021	0.001
0.005	0.009	0.012
0.017	-0.008	0.014
0.018	-0.006	0.019
0.021	0.004	0.004
0.018	0.010	-0.003
0.011	-0.004	0.001
0.011	0.010	0.003
0.003	0.004	0.014
0.009	0.000	0.002
0.014	0.002	0.011
0.014	0.003	0.014
0.016	0.013	0.018
0.014	0.014	0.015
0.021	0.012	0.024
0.024	0.007	0.018
0.009	0.005	0.022
0.006	0.003	0.017
0.007	-0.002	0.018
0.016	-0.002	0.022
0.019	0.005	0.028
0.023	0.012	-0.004
0.021	0.008	-0.007
0.011	0.010	0.007
0.005	0.014	0.010
0.003	0.011	0.009
0.008	0.002	0.011
0.004	0.004	0.021
0.008	0.008	0.023
0.017	-0.010	0.005
0.020	0.004	0.012
0.023	0.013	0.023
0.024	0.003	0.009
0.005	0.010	0.021
0.008	0.000	0.010
0.019	-0.008	0.013
0.023	-0.016	0.017
0.023	-0.003	0.022
0.021	0.003	-0.014
0.024	-0.013	-0.007
0.015	-0.003	0.003
0.007	0.003	0.012
0.007	-0.008	0.012
0.014	-0.002	0.017
0.005	-0.004	0.020
0.009	-0.007	0.019
0.009	-0.001	0.008
0.014	0.002	0.009
0.016	0.003	-0.011
0.010	0.012	0.006
-0.001	0.004	-0.004
0.003	-0.015	-0.000
0.012	-0.041	0.008
0.009	-0.032	0.015
0.015	-0.027	-0.001
0.019	-0.013	-0.017
0.012	-0.015	-0.002
0.012	-0.018	0.005
-0.002	-0.024	0.016
0.007	-0.027	0.001
0.014	-0.024	0.021
0.009	-0.005	0.022
0.016	-0.009	0.022
0.017	-0.007	0.015
0.021	0.001	0.015
0.022	-0.009	0.010
0.005	-0.012	0.018
0.004	-0.014	0.016
0.005	-0.016	0.020
0.012	-0.032	0.006
0.015	-0.029	0.003
0.021	-0.023	-0.023
0.022	-0.031	-0.028
0.012	-0.033	-0.015
0.006	-0.045	-0.005
0.001	-0.051	-0.037
0.009	-0.058	-0.023
0.008	-0.055	-0.014
0.009	-0.059	-0.009
0.018	-0.050	-0.033
0.019	-0.046	-0.030
0.024	-0.054	-0.035
0.026	-0.068	-0.027
0.005	-0.057	-0.017
0.010	-0.065	-0.011
0.018	-0.061	-0.015
0.019	-0.074	-0.002
0.020	-0.065	-0.000
0.019	-0.058	-0.027
0.021	-0.057	-0.014
0.010	-0.049	-0.012
0.005	-0.044	0.002
0.005	-0.061	-0.006
0.013	-0.047	-0.000
0.009	-0.030	0.006
0.014	-0.035	0.013
0.008	-0.025	-0.014
0.014	-0.021	-0.009
0.018	-0.021	-0.023
0.008	-0.032	-0.008
0.001	-0.025	-0.017
0.005	-0.034	-0.008
0.011	-0.033	-0.003
0.011	-0.035	0.007
0.020	-0.024	-0.010
0.018	-0.026	-0.024
0.014	-0.042	-0.006
0.010	-0.032	-0.006
-0.000	-0.047	-0.009
0.010	-0.063	-0.012
0.014	-0.050	-0.004
0.006	-0.038	-0.004
0.008	-0.055	-0.003
0.013	-0.047	-0.025
